Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
CCNA_03025,42356,38408,37081,22623,37971,40025
CCNA_02423,7841.4,7417.2,10290,9895.1,13351,13264
cpaH,24087,13650,14576,15259,15581,7531.6
cpaJ,384960,356280,476310,310800,369420,405730
CCNA_03679,13517,9783.5,8150.9,9694.2,10273,10231
cpaK,6389.8,5615.1,6240.8,5663,6020.2,4194.1
parD4,42205,34655,46679,39941,50107,39610
higA,5497.8,4266.4,2585.7,3261.9,4647.1,3548.8
atpC,13931,7234,14071,8787.4,11036,13170
CCNA_02606,316680,336860,470460,359830,400150,412010
CCNA_03795,4331.2,14853,2858.4,2342.5,2606.8,13633
CCNA_03587,8971,8364.9,6974.6,4576.6,6428.9,5507.4
CCNA_03592,4821.6,7505.9,6858.2,8660.6,10755,23522
CCNA_02638,65975,48095,51351,37874,52019,48754
CCNA_03229,14219,10973,14298,14549,15997,9126.9
CCNA_03877,11225,7381.4,10451,7753.3,7391.4,4544.6
CCNA_03252,72837,57889,63035,48209,59619,49619
CCNA_03258,0,0,0,818.75,842.19,0
sigF,420060,412280,289820,282850,322100,366930
CCNA_02788,11184,10689,14485,10598,11482,11065
CCNA_03458,37174,30051,34029,28554,29556,31046
CCNA_03395,16953,18310,14501,19538,19631,26879
CCNA_03479,8912.6,9794.6,8872.9,16265,18596,17776
CCNA_03484,8611.3,8256.6,6190,9586.4,13173,10189
ccmC,15369,12599,19514,15836,19430,19909
dipI,6882.5,5589,6058.2,5818.1,7134.7,7417.1
rlmH,95649,89408,89542,74532,80753,83609
CCNA_03512,213650,166930,107690,141440,140520,97016
mmcA,12651,11702,11307,5746.8,7232.7,6464.3
CCNA_02984,10324,6718.1,7740.3,6230,7216.8,7423.1
CCNA_03648,96742,96228,85736,72307,87053,87510
CCNA_03569,84673,76667,133590,106670,110180,118500
CCNA_03027,14735,9931.5,6032.8,10440,11064,8807.1
CCNA_03052,46020,44260,60388,49870,56197,44922
mcsS,6540.7,3594.3,3746.4,2867.9,3854.9,2148.1
CCNA_03687,22099,19625,20335,15358,17542,12629
CCNA_03147,21196,13553,8511.8,15067,15022,12382
CCNA_03706,7609.8,6789,3724.8,2287.2,2080.9,1724.1
CCNA_03173,16316,15307,13997,4899.9,7640.5,6570.6
CCNA_03178,8464.8,7654.9,9520.3,8913.1,8274.4,7407.1
CCNA_03814,135900,109310,104950,133180,172810,171230
CCNA_03236,15656,18605,22921,26398,37277,42140
CCNA_03288,14388,11955,15810,12950,13099,13817
phd,145420,138030,182400,154320,170110,143200
CCNA_03622,10760,8501.4,6489.8,8593.7,9519.1,6578.3
CCNA_03789,23682,16670,26620,24649,27100,23784
CCNA_03893,8685,12018,23191,19978,18364,28263
CCNA_03892,11501,9380.3,10836,10204,12668,10417
cdzC,40411,33986,37757,30079,35666,34641
CCNA_03983,401720,323360,280060,284510,313170,255150
cdzI,34933,31757,19939,9054.6,4678.4,14169
CCNA_03927,218270,188050,187260,368490,432220,359460
ahpD,12505,9572,15579,13278,17329,12986
mutM,450180,358680,244160,377350,455280,348170
rpmF,4351.1,3104.1,4071.5,2733.4,5710.5,1373.6
ybeY,16599,13074,11542,14946,18217,10576
crcB,22207,11224,14457,12914,15098,8222.1
rpmG,75079,75854,54230,37982,84959,60173
clpS,66681,64338,90437,72352,72201,88319
ftsW,12369,9524.9,9953.8,9584.1,12659,10472
rnpA,1732000,1404300,890850,1357100,1428500,975120
rutC,127630,72261,118040,72828,104300,52855
rutD,58714,44591,53667,45266,45830,28749
xylB,42525,34281,28887,23679,25703,18849
rpmI,13785,15426,24265,26335,31313,29266
rpmJ,9574.1,10913,10398,12285,17117,11517
rnhA,12817,12795,22289,13891,16710,14377
acpS,2016100,1857100,981080,1756100,1836000,1274800
hipB,1042200,1026200,559280,893150,975780,884990
CCNA_00066,74512,64503,44521,67185,93645,79239
chlI,646330,448730,496020,414550,448240,468880
CCNA_00241,4029.6,3244.5,3309.7,3599.6,3539,3500.5
CCNA_00271,4612.3,4373.6,9234.2,5767.3,5682.4,6235.2
CCNA_00135,26260,31843,48047,19917,16176,21079
CCNA_00182,50111,40022,90682,45665,66178,56280
CCNA_00568,25137,23054,17467,13544,15122,13646
CCNA_00669,2313.3,1899.2,1312.9,2488.1,1827.4,1532.8
CCNA_00696,9294.4,7302.7,11295,6165.5,7250.7,7105.1
CCNA_00205,3449.5,2980.3,3333,4610,2985.3,2304
fljN,2600.7,1041,614.4,733.11,2635.3,868.51
CCNA_00312,556.87,656.05,715.63,1344.2,1189.4,1076.5
CCNA_00332,39161,23269,18075,22684,24084,25107
atpB,49372,43217,32655,47568,54683,45194
CCNA_00624,109860,71279,130750,72437,82038,33201
tfoX,117790,81842,79771,65512,71249,66131
CCNA_00148,797.53,1334.7,1201,1139.9,567.55,1123.3
CCNA_00705,285870,825160,283610,57394,72165,92352
CCNA_00437,2833.7,1717.6,2246.8,2632.6,2982.6,3601.2
CCNA_00354,4272.5,5607.6,5322,5131.7,5582.4,5859.8
CCNA_00532,12636,12350,10566,8156.4,8780.6,7240.2
CCNA_00861,5531,3169.8,4674.1,3587.4,4415.5,3359.1
CCNA_00023,5988.4,2694.6,4029.7,4142,5257.5,3362.9
CCNA_00417,731.66,0,1010.4,1415.6,999.5,708.49
CCNA_00438,2103.8,969.57,949.56,877.99,1566.9,1020.4
CCNA_00944,2449.1,2822.2,1509.5,2100.3,3183.2,2863.6
CCNA_00589,95319,75173,87468,93553,123110,81760
CCNA_00761,22359,21596,14396,11371,14252,21805
CCNA_00788,621230,366120,466240,120690,102900,139320
CCNA_00707,0,0,0,0,0,0
CCNA_00842,7756.2,6072.8,8820.2,5807.5,8365.4,5942.9
CCNA_00885,948.33,1325.5,0,0,0,0
CCNA_00334,1177.7,1411.1,2719.2,3650.2,4439,2903.3
CCNA_00360,0,1055.4,1185.5,828.52,1484.7,1900.7
CCNA_00365,16603,9530.6,13519,10690,6244.8,6672.9
CCNA_01510,4004.6,3885.4,3080.7,3681.3,4935.9,3899.7
CCNA_00994,7112.6,9187.3,7802.5,6531.2,6708.1,8976.5
CCNA_00488,10976,8620.8,9273.7,10005,10453,10212
CCNA_01660,208370,192980,152630,108720,128420,115340
CCNA_01073,1780.9,1766.6,1455.3,3119.5,3793.4,2143.2
CCNA_01158,6070.7,8663.9,6613.2,1687.7,2644.9,2358.7
CCNA_01236,16948,13457,16348,11284,12411,13615
CCNA_01495,1690.7,2039,2323.4,851.32,1044.3,785.99
CCNA_01257,17591,12717,15749,14964,15495,14170
CCNA_01185,874.98,997.42,870.03,0,657.28,0
CCNA_00724,18252,18175,11465,17385,22790,20699
CCNA_01886,10204,8740.2,6873.9,8508.5,5654.5,6778.1
CCNA_01290,18082,10945,13620,15218,17753,11074
CCNA_00784,3150.6,2920.4,3561.3,2147.9,3238.2,2650.9
CCNA_00827,5925.3,5413.7,3733.1,5187.2,5176.6,3478.7
relE1,2248.5,1582.6,1991.8,0,1590.2,0
CCNA_01685,13828,13085,10004,11967,12039,11170
ccoP,929.71,1247,902.07,1098.1,838.23,554.97
nuoA,1384,1979.7,2062,1069.8,2244.8,2770.2
CCNA_01722,1163,764.64,0,0,1428.4,3069.6
CCNA_01503,1641.4,1991.1,2145.4,1529.6,1787.4,1851.6
CCNA_00937,2134.9,3270.9,4049.8,3169,5343.5,4328.1
qoxC,35597,26719,47685,23749,30778,26091
CCNA_01597,5259.9,5371.5,4072.7,5596.9,5087.7,6734.9
CCNA_01628,27938,21961,14467,13184,14893,14167
CCNA_02202,7180.1,5002.7,6800.6,6022.5,6321.4,4440.7
CCNA_01044,1440.3,1075.8,1860.7,4236,4470,5891.6
CCNA_01074,114220,93959,141190,81634,96140,112150
bacA,4505.1,5966.6,2194.4,2623.5,2628.4,2884.7
CCNA_01707,186790,170480,184000,144890,170080,146920
CCNA_01734,2394,881.8,3291.4,3068.5,1859.6,4080.9
CCNA_01186,0,0,0,0,0,0
CCNA_01191,2116.5,1996.8,2129.3,1739.5,1881.4,2516.8
CCNA_01822,4482.7,4069.4,3619.4,2949.8,4557.8,4259.2
CCNA_01845,40634,32931,25357,20310,23597,21991
CCNA_01243,36409,33907,44514,16484,39480,30299
CCNA_02124,2740.2,2526.8,2766.7,2948.1,2199.9,2516.6
CCNA_02155,2934.9,2675.2,2432.3,2255.3,2897.6,2015
CCNA_01944,491700,305690,417300,115580,111120,129010
CCNA_01846,2830,1205.8,1479.5,643.26,1764.9,1631.5
CCNA_02499,57071,45524,49561,31178,34469,28564
hfsG,29520,28664,25023,23614,28319,32532
CCNA_02522,28455,26494,24779,24634,26945,24223
CCNA_02291,45503,36171,38704,24998,32977,12365
CCNA_02345,2320.7,1590.3,578.72,1087.2,1883.8,812.53
CCNA_02649,2452.7,2466.6,1571.5,3560.8,3797.6,3973.2
malY,1035.8,0,952.05,1494.3,1208.2,1398.7
CCNA_01573,57443,45802,36381,36754,46988,38593
CCNA_01599,2892.9,2214.8,2759.3,2129.8,2599.7,3675.5
CCNA_02732,1718.7,3206.5,2083.5,1473.3,2153.5,3462.4
CCNA_01632,21099,13870,16646,12810,14744,12834
CCNA_02490,5258,2931.6,2499.6,4437.5,4363.6,2143.7
CCNA_02515,0,1049.6,0,0,0,1680.6
CCNA_02554,53956,48148,38215,27454,40864,43061
CCNA_01719,5160.4,4078.4,2690.5,3822.7,2420.1,2453
CCNA_02598,4889.5,3666.8,2672.8,3205.9,2087.9,2370.2
CCNA_02608,8404.1,7623,6950.3,5982.8,6804.3,8138.9
CCNA_02948,9810,7447.4,7561.2,3975.2,8900.7,9313.4
ldpB,865920,753710,1176800,827810,925280,790410
CCNA_01847,5746.2,4861.4,5814.2,5869,6484.8,6385.4
CCNA_02985,7787.3,6418.7,7296.3,5364.3,6793,4601.9
CCNA_02363,3780.7,2820.9,4892,3656.7,4238.2,6800.2
CCNA_02450,11276,9235.8,15488,9186.1,8599.3,7370.2
CCNA_02460,4153.5,2183.7,3976.3,1937.3,2304.3,1426.3
tauC,0,0,0,0,0,0
pilA,0,0,0,0,0,0
CCNA_03058,16324,16050,12826,13575,14807,14593
CCNA_03088,810.59,1601.9,1413.5,1419.5,1440.2,1516.9
CCNA_01968,4297.3,4070.7,1568.6,4195.2,4311.3,4990.7
CCNA_03123,1253,1397,1417,1605.6,2389.5,2522.7
CCNA_01985,4867.9,3248.5,4489,4137.7,5125.3,2126.4
CCNA_02021,1235.8,1035.7,1411.7,1572.6,1735.8,912.88
CCNA_02026,3324.8,3580.7,1771.6,1538.7,2487,1779.3
CCNA_03216,7055.5,6428.6,5856.6,5682.5,7507.4,11395
CCNA_02117,539000,462550,357370,380870,439850,383580
pflI,36443,19618,24676,31535,39580,19833
CCNA_02750,6791.1,4228,4230.4,5135,6428.3,3593.8
CCNA_02746,1521800,1141700,1174000,873840,1195800,1004900
CCNA_03380,16212,15588,25730,24248,25901,30477
CCNA_02786,4857.2,4879.9,3458,2417.7,3516.2,3608.2
CCNA_03170,1131.4,1452.7,714.8,1052.7,1205,801.58
CCNA_03456,11606,9124.9,8668.5,9184.6,9286.9,8353.8
CCNA_03477,1721.3,1443,2917.2,1996.9,2508.1,2829
CCNA_02284,60566,58641,58386,53090,60608,53019
CCNA_02906,105520,89217,75443,59526,66334,46621
nadD,0,0,0,0,0,0
CCNA_03255,134580,141270,179360,132790,151710,190170
CCNA_03010,0,712.91,0,0,0,0
CCNA_03623,3554.3,2275.8,3207.2,4381.2,4716.3,3831.5
cpaC,4180.1,3276.4,3931.4,3054.7,3856.8,3448.7
CCNA_03016,23220,18930,13220,13849,14091,11939
nrsF,2937.8,1127.9,2670.4,2326.8,2141.2,414.23
CCNA_02478,3374.1,1936.2,1335.2,1422.8,2387.6,1675.6
CCNA_03403,28203,158050,52371,55748,50291,1257200
CCNA_03736,9441.7,8560.7,6180.6,6672.8,7292.1,8096.8
CCNA_03121,3829.1,2668.6,2545.6,4720.9,5432,2438.3
CCNA_03520,2449.3,2991.8,3928.8,3269.6,4492.4,5043.7
CCNA_03140,14241,13148,14004,15890,19337,19189
CCNA_03535,11664,9863.3,5090.6,11392,11328,8806.8
CCNA_03415,1918,1278,0,2146.9,1350.3,1694.1
CCNA_03775,9287.3,8063.1,13117,6242.9,6465.4,7253.7
CCNA_03390,114780,86142,74818,99890,115410,103860
CCNA_02810,38239,34831,40639,34565,29605,23489
CCNA_03825,4858,4916.1,4528.9,10409,11446,11296
CCNA_03559,2152.8,2403.7,1869.4,1785.6,2843.4,1446.4
CCNA_03583,6496.7,3362.9,2726.6,5179.9,7292.3,3875.1
CCNA_03542,2663.1,1310.6,722.96,2926.9,3123.1,3464.1
cpaA,28389,35874,25854,27535,32767,57534
CCNA_03787,28433,15402,17994,10789,13911,7370.9
CCNA_03797,3432.7,4400.7,3135.3,2379.9,2977.5,1492.6
CCNA_03369,11882,11551,5928.4,8396,9347.3,4607.4
CCNA_03374,1197.4,0,0,1349.6,0,508.76
CCNA_03391,1159.5,0,696.35,891.48,1704.7,1611.4
CCNA_03481,821.19,0,0,0,731.14,0
CCNA_03497,1667100,1442900,1322900,1004600,1029600,1268000
CCNA_03564,3276.4,2405.9,3655.2,4415,4563.1,2899.1
CCNA_03612,12170,8769.7,7316.2,8301.8,10453,6624.7
ccmB,3573.6,4728.8,2890.3,6268.1,8126.2,8573.1
CCNA_03880,52700,42372,64870,44390,55623,43476
CCNA_03900,176550,166330,288790,184640,212370,204230
CCNA_03883,2137.1,1567.7,3537.1,1621.9,1072.2,769.07
CCNA_03985,5307.1,5483.3,7433.1,8070.4,8948.8,9434.1
CCNA_03998,20734,15255,10074,11813,13762,9242.8
bpt,60581,43327,47557,46625,45906,33519
nuoK,3692.7,5039.7,7084,5946.8,6372.7,12292
rnc,3753.4,2004.6,1474.2,1830.6,3106.3,634.88
